text,level
"먼저, 텔레비전은 강력한 교육적 기능을 가지고 있다. 현대 사회에서 텔레비전은 가장 영향력 있는 사회 교육 교사로서 해야 할 역할을 한다. 텔레비전을 통해 제공되는 수많은 유용한 내용의 메시지들은 시청자에게 올바른 삶을 살아가는 지표 역할을 할 수 있다. 바람직한 생활의 가치 규범을 가르쳐 줄 뿐 아니라, 언어, 의상, 관습 등 모든 면에서 사회화의 기능을 담당하는 중요한 학습 수단으로 활용될 수 있다.",1
"‘교양 있는 사람들’이라는 말은 계급적 조건을 나타내는 것으로서, ‘교양 없는 사람들’의 말은 표준어가 될 수 없음을 의미한다. 예를 들어, 지나친 비어 나 속어, 유행어 같은 것은 표준어가 될 수 없다. ‘교양 있는 사람들’의 말이라도 일부만 사용하면 안 되고, ‘두루’ 써야 한다는 조건이 들어 있다.",1
"그림 문자는 어떤 대상을 관찰한 뒤에 이를 묘사 하거나 이와 관련되는 의사를 표현한 것이다. 이런 경우, 그 대상을 있는 그대로 묘사하기보다는 약간의 추상화 과정을 거쳐 독자적인 부호를 사용한다. 그러나 이것이 문자로서의 의미를 지니기 위해서는,
대부분의 주변 사람들이 이를 하나의 약속으로 인정하는 과정이 필요하다.",1
절차는 간단하다. 먼저 항목들을 종류별로 구분하여 두세 묶음으로 나눈다. 양이 적다면 한 번에 해도 좋다. 중요한 것은 한 번에 너무 많은 양을 하지 말아야 한다는 점이다. 한 번에 많은 양을 하는 것보다는 차라리 조금씩 여러 번 나누어 하는 것이 낫다.,1
이 글에 나오는 낱말이나 문장은 결코 어렵지 않다. 그러나 이 글을 읽은 대부분의 사람은 이 글 이 무엇을 말하는지 알지 못하였을 것이다. 이제 ‘세탁기’를 떠올리면서 위의 글을 다시 읽어보자. 이번에는 의외로 글이 쉽게 이해될 것이다. 그렇다면 ‘세탁기’라는 말을 듣고 나서야 비로소 위의 글을 쉽게 이해할 수 있었던 이유는 무엇일까?,1
"시장은 만카의 영리함을 더 시험해 보고 싶어 달걀 열 개를 가져오게 했습니다.
“이 달걀을 만카이게 가져다주고, 내일까지 부화시켜 내게 병아리 열 마리를 보내라고 전하시오.”
양치기는 달걀을 받아 집으로 돌아왔습니다. 그리고 만카에게 시장의 지시(指示)를 전했습니다. 그러자 만나는 웃음을 터뜨리더니 아버지에게 말했습니다.
“기장 한 줌을 가지고 시장에게 돌아가 전하세요. ‘제 딸이 이 기장을 보냈습니다. 딸애가 말하기를, 시 장님이 이것을 심어 키워서 내일까지 기장을 수확하면 자기도 병아리 열 마리를 데려와 그 낟알을 먹일 수 있다고 하는군요.’라고 말이에요.”
양치기는 딸이 시키는 대로 시장에게 찾아가 대답했습니다. 그랬더니 이 대답을 듣고 시장은 기분 좋게 웃어 버렸습니다.",1
"후에 아들은 정말 세상에서 겨룰 사람이 없는 도둑이 되었다. 도둑질이란 세상에서 지극히 천하고 악한 기술이지만, 그것도 스스로 터득한 다음에야 비로소 세상에서 으뜸가는 존재가 될 수 있는 것이다. 하물며 학문의 길에 있어서야 더 말해서 무엇 하겠느냐?
아들아, 네 처지가 이와 비슷하니, 곳간에 갇히고 쫓기는 것과 같은 어려움에 부닥치게 되더라도 그 가 운대서 스스로 지혜를 터득해야 한다. 소홀히 생각하지 마라.",1
"충청북도 청주의 지네 장터에는 지네를 위한 당집이 있었다고 한다. 옛날, 지네 장터에서 몇십 리 떨어진 마을에 앞 못 보는 아버지를 봉양하는 순이가 살고 있었다. 정신을 차린 순이가 간밤의 일을 이야기했다. 두꺼비는 그동안의 은혜를 갚기 위해 순이를 뒤따라와서 독을 뿜어 지네를 죽이고 기운이 다하여 자기도 죽었던 것이다. 이에 따라 훗날, 사람들이 당집 이 장터를 ‘지네 장터’라 부르게 되었다.",1
"좋아하는 여학생 앞에서는 공연히 가슴이 두근거려서 말 한마디 건네지 못한 채 그냥 도망가고 싶다는 이 소년의 고백보다 더 아름다운 시가 있을까? 시를 쓴 것은 아니었지만, 밤을 새우면서 좋아하는 마음을 어떻게 표현하고 전해 줄까 망설이면서 눈망울을 수도 없이 깜박였을 이 소년이야말로 진정한 시인의 모습이 아닐까?",1
"지난 2006년 12월 문화재청은 우리 시대의 뛰어난 사진작가 김 수남에게 옥관문화훈장을 추서*했다. 이 훈장은 문화유산 보호에 앞장선 개인이나 단체에 주어지는 것으로, 이는 사라져 가는 한 국의 전통문화를 포착해 온 그의 업적을 높이 평가한 것이다.
김수남은 다큐멘터리 사진 분야에서 한국을 대표하는 작가였다. 특히 30여 년 동안 찍어 온 한국의 굿 사진은 한낱 미신으로 여겨졌던 굿 문화를 한국인의 소중한 문화유산으로 평가받게 하면서 굿에 대한 우리 사회의 인식을 바꾸어 놓았다. 그는 1970년대에 처음으로 굿 사진을 찍기 위해 굿판에 뛰어들었다. 새마을 운동의 이념이 전국에 몰아치던 때여서, 굿은 점점 문명의 외곽으로 밀려나고 있었다. 그것을 ‘전통문화’ 운운하며 소개할 만한 사회적 분위기가 아니었다.
당시 김수남은 ‘이거 이제 곧 사라지겠구나, 찍어 둬야겠다.’는 단순한 ㉠생각으로 그 일을 시작했다. 그러나 무속인들은 그가 감각적이고 희한한 장면만 찍으려 한다고 생각해서 낯선 사진 작가에게 마음을 열지 않았다. 그래서 그는 본격적으로 굿에 관한 공부를 시작하며 진지하게 그들의 삶으로 들어가게 된다.
김수남은 굿에 대해서 다룬 책을 모두 찾아 읽고, 굿판에서 만나는 사람들과 낯을 익히며 그들과 호흡을 함께 했다. 마을 사람들이 주는 술은 다 받아먹고 더 달라고 해 마시기도 하였다. 어떤 때는 굿판에 있는 마을 사람들보다 얼굴이 더 벌게져서 돌아다녔다. 무당이나 마을 사람들과 시시덕거리며 놀다가, 어느 순간에 벌떡 일어나 뛰어다니면서 사진 몇 장 찍고는 다시 퍼져 앉아 놀기를 되풀이하는 김수남을 사람들은 점점 가깝게 느끼기 시작했다.
이제 굿판에서 그는 더 이상 이방인이 아니었다. 굿판의 할머니들은 그를 ‘사위’라고 부르며 좋아했고, 두루뭉술한 뚱보 사진사는 어느새 그들의 피붙이가 되었다. 그런 그의 카메라를 향해 사람들은 기꺼이 포즈를 취하고 춤을 추어 주었다. 덕분에 그의 사진은 현장에 대한 이해와 사랑이 살아 있는 굿 사진으로 남게 되었다.
인간적으로 친근하게 다가가 작품의 대상이 카메라를 의식하지 않도록 하는 것, 그것이 김수남이 사진작가로서 지닌 가장 큰 장점이었다. 그를 통해 우리는 생생한 문화유산의 장면들을 간직할 수 있게 되었다.",1
"우리나라는 2천여 년 전부터 성씨를 쓰기 시작했는데, 그것은 중국 문화의 영향 때문이었다. 신라의 왕실에서는 6세기 중반경부터 중국식 성씨 체계를 수용해서 사용했는데, 고려 건국 이후에는 지방까지 확산하여 널리 쓰이기 시작했다. 중국에서 제도를 빌려 왔지만 성씨 제도는 그들과 달리 성(姓)과 본관(本貫)으로 구성되어 있다. 중국에서는 성씨가 같으면 동족이지만 우리는 원칙적으로 성씨가 같아도 본관이 다르면 남남이다. 따라서 성씨 그 자체보다도 본관에 더 중요한 의미가 있다.
본관이란 그 성씨의 시조나 조상이 살던 지역이다. 태조 왕건은 각 지역의 호족들에 그들이 기반을 둔 지역을 본관으로 하는 토성(土姓)을 나눠 주었는데, 이것이 본관이 확산하여 본격적으로 쓰인 계기가 되었다. 조선의 건국과 함께 행정 구획이 큰 고을을 중심으로 정비되자, 이 과정에서 본관이 바뀌는 경우가 생겼다. 또한, 크고 작은 지역을 기반으로 한 여러 본관이 더 크고 강한 세력을 지닌 본관으로 편입되는 현상이 일어나기도 했다. 본관의 변화는 행정 구획의 개편에서 비롯되기도 했지만, 신분 상승을 위한 선택의 결과로 나타나기도 했다. 양반에도 높낮이가 있다고 생각했던 조선 왕조에서 가문의 품격을 따지는 중요한 조건 중 하나가 성과 본관이 무엇이며, 어떤 조상을 두었는가 하는 것이었다. 그에 따라 이름난 조상을 두지 못했던 본관의 후손들이 기존의 이름 있는 큰 성씨에 끼어들기 위해 본관을 바꾸는 경우가 생겼던 것이다. 이러한 역사적 과정을 살펴볼 때, 성씨와 본관은 생성, 소멸 및 다양한 변화를 겪어 왔음을 알 수 있다. 많은 사람이 그들과 혈연적으로 아무런 관계가 없는 성씨를 선택하거나 본관을 바꿈으로써 현재의 성씨와 본관을 가지게 되었다. 이것으로 보아 성씨와 본관은 우리가 일반적으로 생각하듯이 반드시 혈연관계를 바탕으로 형성된 것만은 아니다. 그런데도, 아직 성씨와 본관에 기반을 둔 완고한 혈연 의식이 우리 사회 곳곳에서 강하게 작용하고 있다. 성 씨와 본관에 대해 잘못된 이해는 혈연 의식을 조장하여 논리적 사고와 이성적 판단을 흐리게 할 수 있다. 물론 이 혈연 의식이 동성(同姓) 간의 친목을 도모하고 조상을 숭상하는 차원에만 머문다면 문제가 되지 않겠지만, 지나치면 배타적 혈연주의나 윤리적 갈등과 같은 부작용이 생기기도 한다. 성씨와 본관을 맹목적인 애착의 대상으로 볼 것이 아니라 역사적인 산물로 보아야 한다.",1
"지구에서 가장 많이 팔리는 장난감은 무엇일까? 그것은 바로 바비 인형이다. 단일 장난감으로는 그 종류도 다양하여 총 40여 종에 달하며, 이는 미국의 마텔사에 연간 10억 달러 이상의 수익을 가져다주고 있다. 지금 바비 인형은 초당 2개꼴로 세계 140여 개국에 판매되고 있다.
바비 인형은 판매의 측면에서뿐만 아니라, 생산의 측면에서도 세계적이다. 이 인형의 제조사는 미국 기업이지만, 실제로 미국 내에서 만들어지는 인형은 단 하나도 없다. 바비 인형은 1959년 최초로 생산될 때부터 미국이 아닌 일본에서 생산되었다. 당시 일본은 제2차 세계대전의 후유증을 극복하지 못하여 상대적으로 노동자 임금이 낮았기 때문이다. 이후 바비 인형의 생산지는 일본의 임금 수준이 상승함에 따라 임금이 싼 다른 아시아 국가로 이동하였다. 세계적 생산 체계하에서 바비 인형의 생산이 시작되는 곳은 ‘사우디아라비아’이다. 사우디아라비아에서는 원유를 시추하여 정제한 후 에틸렌을 추출한다. ‘타이완’의 석유 회사가 이에 틸렌을 구매하여 플라스틱 회사에 판매하면, 회사는 이를 원료로 하여 구슬 모양의 PVC 펠레를 만든다. 이 재료는 ‘중국’, ‘인도네시아’, ‘말레이시아’의 공장 중 한 군데로 수송되어 ‘미국’산 기계를 통해 바비 인형의 몸으로 만들어진다. 여기에 ‘일본’에서 생산된 나일론 머리카락을 심고, ‘중국’에서 제조된 면 옷을 입히면, 드디어 바비 인형이 탄생하는 것이다. 이처럼 바비 인형의 생산 과정에는 세계 여러 나라가 관련되어 있다. 사우디아라비아와 타이완은 원료를 제공하고, 중국, 인도네시아, 말레이시아와 같은 아시아의 나라들은 노동력을 제공하며, 미국은 기술력을 제공하는 등, 이들 국가는 바비 인형의 생산에 각기 다른 역할을 담당하고 있다. 그렇다면 바비 인형의 생산지는 어느 곳일까? 만일 누군가 ‘차 마시는 바비 인형’을 샀다면, 그 포장 박스에는 생산지가 중국으로 표기되어 있을 것이다. 하지만 우리가 살펴본 바와 같이 인형 제조에 사용된 재료 중, 중국에서 만들어진 것은 거의 없다. 따라서 바비 인형의 경우에 ‘생산지’는 원료 생산에서 완제품 출 시까지의 모든 제조 공정이 이루어지는 나라가 아니라, 각국에 서 만든 부품을 조립하여 완제품을 출시한 나라를 의미한다.",1
"남태평양 남서부에 있는 파푸아뉴기니는 세계에서 두 번째로 큰 섬인 뉴기니의 동쪽 절반을 차지하고 있는 나라이다. 파푸아 뉴기니에는 800여 부족이 700여 종의 다양한 언어를 사용하며 살고 있다. 그리고 이들 중 상당수는 아직도 사냥과 채집을 하며 정글 깊숙한 곳에 흩어져 산다. 각 부족은 각자 다른 풍습과 문화를 가지고 있기 때문에 서로 갈등을 겪는 경우가 많았다. 파푸아뉴기니 정부는 2년마다 전 부족이 참가하는 대규모 축제를 조직하게 되었는데, 이것이 바로 싱싱 축제이다. 이때 ‘싱싱’이란 전통춤과 노래를 일컫는 말이다. 이 축제는 독립 기념일인 9월 16일을 전후해 수도인 포트모르즈비에서 열린다. 축제에는 전국의 모든 부족이 참여하며, 이 기간에 사람들은 모든 일을 접어 두고 오직 축제에만 온 정열을 쏟는다. 싱싱 축제의 주요 행사는 싱싱 경연 대회이다. 싱싱 경연 대회에 참가한 여러 부족은 온갖 치장을 한다. 남자들은 풀과 나무, 꽃에서 추출한 안료를 이용해 얼굴에 강렬한 색을 칠하고, 각종 새의 깃털로 장식도 한다. 이렇게 화려하게 꾸미고 난 후, 사람들은 전통에 따라 화살이나 나무로 만든 칼을 들고 춤을 추며 그들만의 신을 불러내는 다양한 의식을 행한다. 이 의식에는 다른 부족으로부터 자기 부족을 지키려고 했던 사람들의 심리가 반영되어 있다. 싱싱 축제의 또 다른 행사는 포트모르즈비의 엘라 해변에서 열리는 ‘히리 모알레’이다. ‘히리 모알레’란 ‘행복한 무역’이라는 뜻으로, 교역을 무사히 마치고 돌아오는 남자들을 환영하기 위해 여자들이 춤추고 노래하던 풍습을 재연한 것이다. 이 행사에 서 여자들은 춤과 노래로 남자들 못지않은 열정을 과시한다. 이처럼 다양한 행사로 치러지는 싱싱 축제는 파푸아뉴기니 사람들의 열정으로 가득 차 있다. 이 축제는 각 부족이 그들의 전 통과 힘을 과시하는 장(場)인 동시에, 다른 여러 부족과 하나로 뭉치는 화합의 장이기도 하다.",1
"정부는 최근 ‘강화 갯벌’에 조력 발전소를 세울 계획을 발표하였다. 정부의 계획은 조수 간만의 차가 8m나 되는 이 지역에 설비 용량 132만kW급 규모의 조력 발전소를 건설한다는 것이다. 이것은 현재 세계 최대 규모인 프랑스 ‘랑스 조력 발전소’의 다섯 배가 넘는 규모이다.
물론 갯벌은 그 자체로 가치가 있고, 갯벌이 파괴될 때의 피해도 무시할 수 없는 것이 사실이다. 그러나 이곳에 발전소가 만들어지면 한 해에 24억 1,000만kWh의 전기를 만들 수 있는데, 이는 인천광역시의 각 가정에서 1년 동안 쓰는 전력의 약 60%를 감당할 수 있는 양이라고 한다. 그 결과 한 해에 354만 배럴의 원유 수입 대체 효과가 생겨 전력 수급 문제를 상당 부분 해결할 것으로 기대된다. 더욱이 공사 기간 동안 약 6만 4,000명의 고용 효과가 발생할 것으로 분석되어, 경제적으로 어려운 시기에 정부 차원에서는 포기하기 어려운 사업이다.
또한 갯벌 개발로 인해 발생하는 환경 문제는 발전소 건설 과정에서 나오는 흙을 이용해 인공 습지를 만들어 해결할 예정이라고 한다. 그리고 저어새를 비롯한 멸종 위기의 동식물은 대체 서식지를 만들어 보호할 수 있다고 하니 발전소 건설은 여러모로 타당하다. 그러므로 경제적 이익과 장기적인 전력 수급 문제를 생각할 때 조력 발전소를 건설해야 한다.",1
"강화 갯벌에 조력 발전소가 들어선다고 한다. 조력 발전소가 건설되면 녹조 현상이 일어나 생태계가 파괴될 수 있다. 또한, 강화 갯벌은 천연기념물 제419호로 지정될 정도로 가치가 높아 갯벌 개발에 대한 우려의 목소리가 높다.
그렇다면 강화 갯벌이 지니는 가치는 무엇인가? 우선, 강화 갯벌은 자연정화 가치를 지닌다. 강화 갯벌은 서해안 갯벌과 비무장지대 및 한강이 만나는 곳으로, 온갖 오염 물질이 이 갯벌을 거쳐 서해 먼 바다로 가게 된다. 이때 강화 갯벌에 사는 수많은 미생물은 바다로 나가는 오염 물질을 효과적으로 분해한다. 이를 하수 처리장의 운영 비용으로 환산하면 헥타르당 384만 원의 가치를 가진다고 한다.
그리고 생태계가 잘 보존된 갯벌은 관광 자원으로 활용되어 여가 가치를 지니기도 한다. 전라남도 남해안에 있는 순천만의 경우 람사르 총회때 국내에서는 처음으로 공식 방문지로 지정되면서 방문객이 눈에 띄게 늘었다. 그 결과 2009년 한 해 동안 얻은 소득만 해도 약 1,000억 원에 이른다고 한다. 강화 갯벌도 아시아 습지 보호 협약에 등록된 세계 주요 습지라는 점을 생각한다면 순천만처럼 관광 자원으로 활용할 수 있을 것이다.
세계적인 과학 잡지 네이처에 따르면, 이런 갯벌의 생태적 가치는 헥타르당 9,900달러라고 한다. 농경지의 92달러보다 100배 이상이라는 평가는 눈여겨볼 만하다. 이처럼 갯벌은 자연 그대로 두어도 가치가 크다. 따라서 강화 갯벌은 보존되어야 한다.
",1
"이 작품은 한국전쟁으로 상처 입은 두 인물을 다루고 있다. 처음에 경찰과 공비로서 쫓고 쫓기던 두 인물은 만신창이가 된 후에도 추격과 도피를 계속한다. 어떻게 30년이 넘도록 서로 미워하며 살 수 있을까? 가족을 잃은 송기열도 그렇지만, 숨어 지내야만 했던 짝코의 삶도 불쌍하다. 이런 비극은 어디에서 생겨난 것일까? 나는 자기 입장만 생각하는 인간의 이 기심 때문이라고 생각한다. 송기열이 공비를 잡겠다는 집념을 버리기만 했다면, 짝코가 일찌감치 자수했더라면 둘 다 그토록 고생하지는 않았을 것이다. 비극을 없애는 최선의 길은 서로에 대한 이해와 용서가 아닐까?",1
"공병우는 국내 최초로 안과를 개원하여 진료를 시작한 사람이다. 한평생 의료계에 남긴 공적도 눈부시지만, 그에게 관심이 집중되는 것은 한글 기계화에 끼친 공로 때문이다. 공병우가 한글의 중요성을 인식한 것은 1939년 한글학자 이극로를 만나면서부터이다. 당시 공병우는 한글의 가치를 미처 알지 못하고 있었는데 우리 말과 글을 사랑하는 것이 민족정신의 기본이라는 이극로의 말에 영향을 받아 한글 연구에 눈을 떴다. 한글 연구에 관심을 기울이던 그가 한글 타자기 개발에 관심을 갖게 된 것은 해방 이후였다. 당시 공병우는 일본어로 된 책을 우리말로 번역하는 작업을 하고 있었다. 그 과정에서 정확하고 빠른 작업이 가능한 한글 타자기의 필요성을 느끼게 되었다. 그때부터 그는 밤낮 연구에 몰두하였다. 그러다 보니 병원 일은 뒷전이었다. 거리에는 공 박사가 타자기라는 괴물에 미쳐 병원이 망했다는 소문이 떠돌았다. 그러나 그는 개의치 않았다. 한글 타자기의 사용이 많은 이들에게 유익하고, 사회 발전에 기여한다는 신념을 갖고 있었기 때문이다. 1949년, 공병우는 고성능 한글 타자기 개발에 성공했다. 그리고 미국 언더우드 회사에 요청하여 시제품*을 만들었다. 1950년 초, 기다리던 한글 타자기 시제품이 도착하자 그는 문교부를 찾아갔다. 그러나 반응은 영 시큰둥했다. 문교부 장관과 직원들은 타자 치는 것을 무관심한 눈길로 쳐다보다가 겨우 “잘 치는군.”이라고 한마디 했다. 서울 시내 한 백화점에서 열린 한글 타자기 시연회에서도 시민들의 반응은 부정적이었다. “한자도 안 찍히는 타자기를 누가 쓴다고 만들었는가?”, “신문, 잡지 등은 세로로 내려쓰는데 왜 가로로 글을 읽게 만드는가?”, “글자는 붓으로 정 성스럽게 써야지 이렇게 단조로운 글자체에 무슨 멋이 있는가?”, “빠른 속도로 글을 쓰는 것이 무슨 소용인가?”라는 등 그저 낯설다는 불평뿐이었다. 한글 타자기의 실용적 사용이, 많은 사람에게 유익하기를 바랐던 그의 꿈이 무너지는 듯했다. 그러나 한글 타자기를 끊임없이 발전시키고자 하는 그의 의지는 꺾일 줄 몰랐다. 계속되는 연구 속에 1954년 쌍 초 점 타자기를 개발하고, 국내에서도 한글 타자기를 생산할 수 있게 되었다. 그리고 1960년대, 타자기를 이용한 능률적인 업무 방식이 국가 행정에 활용되면서 마침내 한글 타자기의 전성시대가 열렸다. 한글 타자기를 사용할 수 있는 사람은 취직이 잘 됐고, 한글 타자기가 날개 돋친 듯 팔려나갔다. 관공서는 물론 일반 시민들에게까지 공병우가 만든 한글 타자기가 보급되기 시작했다. 많은 사람에 게 유익한 한글 타자기를 개발하겠다는 공병우의 의지가 승리를 거두는 순간이었다.",1
