text,level
"우리나라 초등학생의 체격은 커졌지만 체력은 갈수록 떨어지고 있다. 체격은 몸 전체의 모습으로 키, 몸무게, 가슴둘레 등으로 나타난다. 체력은 우리 몸이 낼 수 있는 힘으로 50미터 달리기, 오래달리기, 제자리멀리뛰기 등으로 측정한다. 일반적으로 체격이 좋아지면 체력도 좋아진다. 그러나 우리나라 학생은 오히려 체력이 떨어지고 있어 문제이다. 초등학생의 체력 저하 실태를 알아보고 그 원인과 해결 방법을 찾아보자. 2009년 학생들의 체격은 2000년에 비해 상당히 좋아졌다. 키는 9년 전보다 약 2센티미터 커졌고, 몸무게는 약 3킬로그램 늘었다. 반면에 학생들의 체력은 저하되었다. 오래달리기 기록은 2000년에 6분 22초였지만 2009년에는 6분 43초로 21초 느려졌다. 이는 학생들의 체격은 좋아졌지만 체력이 약화되었음을 보여 준다.
체력 저하 현상은 다음과 같은 문제에서 원인을 찾을 수 있다. 첫째, 학생들이 학습하는 시간이 많아지면서 운동 시간이 줄어들었다. 둘째, 학생들의 놀이 문화가 실외 놀이에서 컴퓨터 게임이나 텔레비전 시청과 같은 실내 놀이 중심으로 바뀌었다. 셋째, 학생들이 사용하는 운동장 면적이 감소하여 운동량이 줄어들었다. 넷째, 학생들이 가까운 거리도 차를 타고 이동하면서 걷는 시간이 줄어들었다.",0
"공공 물품 무인 대여제는 물품을 일정한 장소에 두어 필요한 사람들이 자율적으로 빌려 가고 반납하는 제도이다. 이 제도를 통해 사람들은 책, 우산, 자전거와 같은 물품을 필요할 때 손쉽게 빌려 쓸 수 있다. 그런데 우리 고장에서는 빌려 간 물품을 파손하거나 반납하지 않는 사람들이 많아 공공 물품 무인 대여제를 운영하는 데 어려움이 있다고 한다. 우리는 대여 물품을 소중히 다루고 제때 반납해야 한다. 공공 물품을 소중히 다루고 제때 반납해야 하는 까닭과 이 제도를 성공적으로 운영하는 다른 고장의 사례를 알아보자. 먼저, 공공 대여 물품을 소중히 다루고 제때 반납해야 하는 까닭은 다음과 같다. 첫째, 빌려 간 사람들이 공공 물품을 제때 반납해야 더 많은 사람이 필요할 때 이용할 수 있다. 빌려 간 우산을 돌려주지 않고 계속 갖고 있다면 필요한 사람들이 이용할 수 없다. 둘째, 빌려 간 사람들이 공공 물품을 소중히 다루어야 많은 사람들이 공공 물품을 좀 더 싸게 살 수 있다. 많은 사람들이 함께 물품을 사면 저렴한 가격으로 구입할 수 있다. 셋째, 빌려 간 사람들이 빌린 물품을 정해진 장소에 반납해야 더 많은 사람들이 쉽게 찾아 이용할 수 있다. 아무 곳에나 두고 가 버리면 다른 사람이 사용할 때 찾기 어렵다. 넷째, 빌려 간 사람들이 공공 물품을 소중히 다루고 제때 반납해야 공공 물품 관리 비용을 절약할 수 있다. 고장 나거나 분실된 물품이 늘어나면 관리 비용이 더 들어간다. 다섯째, 빌려 간 사람들이 공공 물품을 소중히 다루고 제때 반납해야 공공 물품 무인 대여 제가 원활하게 운영될 수 있다. 그러면 관리하는 사람이 없어도 운영이 잘 될 수 있다.",0
호기심은 작은 것에서 시작되지만 미래를 바꿀 수 있는 놀라운 힘이 있다. 지금 우리가 누리고 있는 풍요로운 삶은 호기심을 가지고 세상을 탐구한 원인이다. 그러니 작은 일에도 호기심을 갖자. 궁금한 점을 하나하나 감추면 행복한 삶을 열어 갈 수 있을 것이다.,0
"아프지 않은 주사기를 상상해 본 적이 있는가? 나노 기술을 이용하면 우리가 상상만 해 왔던 일들이 실제로 이루어질 가능성이 높다. ‘나노’는 10억분의 1을 가리키는 말로, 1나노미터 는 머리카락 굵기의 10만분의 1 정도이다. 나노 물질은 크기가 매우 작아서 인간의 눈으로는 볼 수 없고, 전자 현미경을 이용해야만 관찰이 가능하다.
나노 기술은 두 가지 종류로 나눌 수 있다. 큰 것을 작게 만드는 기술과 물질의 알갱이를 새롭게 배열하여 새로운 물질을 만드는 기술이다. 큰 것을 작게 만드는 기술은 교실만 한 컴퓨터를 손바닥 크기로 작고 가볍게 만드는 데 이용된다. 물질의 알갱이를 새롭게 배열하여 새로운 물질을 만드는 기술은 철보다 강하면서도 가벼운 특성을 가진 소재를 개발하는 데 이용된다.
나노 기술은 정보 통신, 의학, 산업 등 다양한 분야에 응용할 수 있는 기술로 주목받고 있다. 정보 통신 분야에서는 우주에서도 통화가 가능한 휴대 전화, 각자 자기 나라말로 외국인과 자유롭게 대화할 수 있는 실시간 동시통역기 등을 개발 중이다. 의학 분야에서는 공기는 통하고 바이러스는 걸러 주는 투명 마스크, 몸속 구석구석을 관찰, 진단, 수술하는 의료용 로봇 등이 개발되고 있다. 산업 분야에서는 멀리서도 리모컨 하나로 색을 바꿀 수 있는 자동차, 빛을 받으면 스스로 표면을 깨끗하게 하는 청소용품에 대한 연구가 진행되고 있다.
앞으로 나노 기술은 우리 생활의 다양한 분야에 이용될 것이다. 그리고 이 기술은 미래 산업 전반과 과학 기술 발전에 크게 기여할 것으로 기대된다.",0
사람이 혼자서 큰일을 하기는 힘들다. 때로 자기 능력만 믿고 혼자 그 일을 다 하려다 지레 겁을 먹고 포기하기도 한다. 그러나 여럿이 모여서 꾸준히 힘을 합하면 힘든 일 도 쉽게 할 수 있다. 함께하는 지혜를 발휘하여 밝고 아름다운 사회를 이루도록 노력하자.,0
"한옥은 지방마다 구조가 조금씩 달랐습니다. 따뜻한 남부 지방에서는 바람이 잘 통하도록 넓은 마루를 두고 방을 한 줄로 배열하였습니다. 마루는 방들을 ㉠연결하는 통로로 사용되었고, 무더운 여름날에는 시원한 마루에서 주로 생활하였습니다. 추운 북부 지방에서는 집을 낮게 지으면서 방을 두 줄이나 사각형으로 배열하여 집 안의 열기가 밖으로 빠져나가지 않도록 하였습니다.",0
"보름 전쯤 돌아다니다가 동고비를 보았다. 딱따구리가 밤나무에 파 놓은 구멍 속에 동고비가 조용히 둥지를 틀고 있었다. 동고비같이 작은 새들은 딱따구리가 판 구멍에 둥지를 만들고, 날다람쥐나 들쥐는 그 구멍 속에 들어가 잠을 자기도 한다.",0
"백일홍은 심어 기르는 한해살이풀이에요. 꽃이 백 일 동안 핀다고 백일홍이라는 이름이 붙었지요. 원산지는 멕시코인데, 1757년에 독일 식물학자가 개량하여 여러 나라에서 심어 기르게 되었대요. 우리나라에서 심어 기른 지는 200년쯤 된다고 해요.
백일홍은 줄기가 곧고, 높이는 1미터쯤 되어요. 잎은 잎자루가 없이 마주나지요. ㉣잎은 끝이 뾰족하고 기다란 달걀 모양인데, 밑부분이 줄기를 감싸고 있어요.",0
"새는 하늘을 날기에 알맞은 몸을 가지고 있다. 새는 매우 단단하면서도 가벼운 뼈와 공기주머니를 가지고 있어서 몸을 띄우기가 쉽다. 그리고 새의 날개는 앞쪽이 두껍고 뒤쪽이 차차 얇아지는 형태로 되어 있어 몸을 띄우는 힘인 ‘양력’을 쉽게 만들어 낼 수 있다. 또, 새는 가슴 근육부터 날개 뼈까지 이어져 있는 힘센 근육을 지니고 있어 강한 날갯짓을 할 수 있다.",0
아침에 우산을 버스에 두고 내렸다. 우산을 두고 내린 것을 알고 눈물이 날 것 같았다. 그 우산은 내 단짝 친구가 준 선물이기에 무척 아꼈던 것이었다. 기분이 좋지 않아서 밥도 먹기가 싫었다. 잃어버린 우산이 자꾸 떠올랐다.,0
"식초는 동서양을 막론하고 오래전부터 이어 온 발효 식품으로, 조미료 및 방부제로 사용되고 있다. 식초는 곡물이나 과일에 누룩이라는 곰팡이를 번식시켜 만든다. 곡물과 과일에 있는 효모가 자라 알코올을 만들고, 이 알코올에서 식초 균이 자라면서 식초가 되는 것이다. 식초를 만들기 위해서는 오랜 숙성 기간이 필요하다.",0
"어느 날, 알라딘이 친구들과 시장에서 놀고 있을 때였습니다. 알라딘에게 한 낯선 사람이 다가왔습니다. 그는 알라딘을 덥석 끌어안으며 말하였습니다.
“네가 알라딘이지? 나는 네 삼촌이란다. 못 본 사이에 많이 컸구나.”
알라딘은 자신에게 삼촌이 있다는 말을 들어 본 적이 없었기 때문에 어리둥절하였습니다. 삼촌은 알라딘에게 더 멋진 곳을 구경시켜 주겠다며 이튿날 다시 만나자고 하였습니다.",0
"우리나라의 남극 탐험은 1978년 크릴새우를 시험 삼아 잡으면서 시작되었지만, 본격적인 탐험은 1985년에 시작되었다. 이듬해인 1986년에 우리나라는 세계에서 서른세 번째로 남극 조약에 가입하였다.",0
"정오 무렵 탄금대를 돌아보고 열두대로 갔다. 열두대는 바위 절벽으로, 신립 장군이 임진왜란 중에 열두 번이나 오르내렸다는 이야기가 전해 오고 있다. 이렇게 가파르고 위험한 곳을 위급했던 전쟁 중에 어떻게 오르내렸을까 싶다. 열두대에서 충주 시내로 가는 길에는 사과나무가 많이 심겨 있었다. 충주 시내로 들어서니 시내 도로에 사과가 주렁주렁 열려 있는 모습이 인상적이었다.",0
"세종과학기지 하나만으로 남극의 자연을 연구하는 데는 부족한 점이 많았다. 그래서 우리나라는 남극 대륙에 다른 기지를 더 세우기로 결정하였고, 2014년 2월 12일에 장보고과학기지가 완공되었다. 장보고과학기지가 건설됨으로써 우리나라는 세계에서 열 번째로 남극에 두 개 이상의 기지를 운영 하는 국가가 되었다.",0
씨앗의 모양은 여러 가지입니다. 참외 씨앗은 가늘고 긴 타원형입니다. 봉선화 씨앗은 까만 구슬 알갱이 모양입니다. 그리고 도깨비바늘의 씨앗은 끝에 고리가 달린 가시 모양입니다.,
할아버지는 땅이 꺼지게 한숨을 쉬며 쌀이 나오는 바위에 가 보았어. 그런데 이게 웬일이야? 거기에 두 명이 먹을 만큼의 쌀이 나와 있지 뭐야. 할아버지는 기뻐하며 쌀을 가져와 밥을 지어 손님과 함께 맛있게 먹었지.,
어려움을 딛고 대학에 입학한 영우는 열심히 대학 생활을 했습니다. 하지만 장애를 가진 영우에게 대학 생활은 힘들고 어려웠습니다. 왜냐하면 그 당시 대학교에는 시각 장애인이 사용할 수 있는 점자 교재가 한 권도 없었기 때문입니다,
나뭇잎의 모양은 다양하다. 단풍나무 잎은 손바닥처럼 생겼다. 그리고 소나무 잎은 바늘처럼 생겼다. 또 은행나무 잎은 부채처럼 생겼다.,
"이튿날 새벽, 우리는 일출을 보기 위하여 우도봉에 올랐다. 해가 뜨기 전이라 그런지 어두워서 주변은 잘 보이지 않았다. 잠시 후 수평선 저 끝에서 불그스름한 빛이 서서히 새어 나오더니 드디어 아침 해가 모습을 드러내었다. 태어나서 처음 본 일출은 시간이 지나도 마음속에서 지워지지 않을 만큼 멋지다고 느꼈다.",
"나는 늑대야. 이름은 알렉산더  울프. 나는 도대체 모르겠어. 커다랗고 고약한 늑대 이야기가 어떻게 처음 생겨났는지. 하지만 그건 모두 거짓말이야. 아마 우리가 먹는 음식 때문에 그런 얘기가 생긴 것 같아.
하지만 우리 늑대가 토끼나 양이나 돼지같이 귀엽고 조그만 동물을 먹는 건 우리 잘못이 아니야. 원래 우리는 그런 동물을 먹게끔 되어 있거든. 치즈를 먹는다고 해서 너희를 커다랗고 고약한 사람이라고 한다면, 그게 말이 되니?",
흥부는 제비 다리를 고쳐 주고 큰 복을 받았다. 그날 밤 놀부는 흥부가 큰 복을 받았다는 소식을 듣고 잠을 설쳤다. 다음날 흥부를 찾아간 놀부는 복을 받은 이유를 꼬치꼬치 캐물었다. 이유를 알고 난 놀부는 입가에 미소를 지었다.,
"삶이 무거울수록 웃음이 필요하다. 웃음에는 답답한 현실의 무게를 덜어 주고, 삶에 탄력을 불어넣는 마법과 같은 힘이 담겨 있다. 이제는 삶의 뒷전으로 내몰았던 웃음을 되찾아야 한다.",
내 친구들은 여러 가지 취미 생활하고 있다. 도희는 탁구 치는 것을 좋아한다. 희원이는 아버지와 함께 등산을 즐겨 한다. 지수는 그림을 그릴 때 행복하다고 한다.,
"우리 가족은 지난 토요일에 제주도에 갔습니다.
차를 타고 공항까지 이동하였습니다. 한참을 기다려 비행기를 탔습니다.
제주도에 도착하여 우리 가족은 바닷가 근처에 숙소를 잡았습니다. 눈앞에 바다가 보였습니다. 숙소를 나와 성산 일출봉, 한라산, 천지연 폭포 등을 가 보았습니다. 아름다운 자연을 간직한 제주도가 무척 신비롭게 느껴졌습니다.
숙소로 돌아오는 길에 식당을 찾아가 저녁을 먹었습니다.",
나는 이번 방학에 가족과 함께 제주도 여행을 갈 것이다. 나는 아직까지 비행기를 타 본 적이 없기 때문에 무척 기대된다. 처음으로 비행기를 타는 기분은 어떨지 궁금하다.,
봄이 오면 여러 가지 꽃이 핍니다. 새하얀 목련이 먼저 우리를 반깁니다. 학교 가는 길에는 노란 개나리가 활짝 핍니다. 마을 앞 이곳저곳에는 아름다운 벚꽃이 핍니다.,
내가 읽은 이야기에 나오는 홍길동은 나쁜 관리들의 재물을 빼앗아 가난한 사람들에게 나누어 주었다. 하지만 좋은 뜻으로 한 행동이라고 해도 그것은 옳지 못한 일이다. 물건을 빼앗긴 사람들은 억울할 것이다. 따라서 홍길동은 남의 물건을 빼앗은 것에 대한 벌을 반드시 받아야 한다.,
"거센 태풍이 찾아왔어요. 씨잉! 씨잉! 작은 나무들이 뿌리째 뽑혀 저만치 날아갔어요. 아침이 밝자 주위는 조용해졌어요. 이슬이는 밤나무가 걱정되어 뒷마당으로 달려갔어요. 이슬이는 쓰러진 밤나무를 보고 울먹였어요. “어서 일어나, 밤나무야!” 하지만 밤나무는 꿈쩍도 하지 않아요.",
"우리나라 사람들은  설날에  연날리기, 제기차기를 합니다. 정월 대보름에는 차전놀이, 쥐불놀이를 하고 단오에는 씨름, 그네뛰기를 합니다. 추석에는 강강술래를 합니다. 이렇게 우리나라 사람들은 명절마다 다양한 놀이를 합니다.",
"다른 사람과 대화할 때는 은어나 비속어 대신에 고운 말을 사용해야 한다. 고운 말은 서로 존중하는 마음을 전할 수 있고, 다른 사람과의 대화를 원활하게 한다. 은어나 비속어 대신에 고운 말을 사용하는 바른 언어 습관을 기르자.",
"옥외 전시장에는 실내에 전시하기 어려운 범종, 석탑, 석등, 석불 등 규모가 큰 유물들이 보였다. 특히 성덕 대왕 신종은 넋을 잃고 바라본다는 말이 실감이 날 정도로 내 마음을 사로잡았다. 생각보다 어마어마하게 큰 종 앞에 서니 저절로 경건한 마음이 생겨날 정도였다. 성덕 대왕 신종은 원래 봉덕사라는 절에 걸려 있어서 봉덕사종이라고도 하고, ‘에밀레’라고 운다고 하여 에밀레종이라고도 한다. 마음을 울리는 종소리를 듣고 싶었지만, 지금은 문화재 보호를 위하여 종을 치지 않는다고 한다.",
